,x,y,len
1741,cidcdiebeebdeeaffgihdcdbcdecii,2,30
1742,hefcdigbafcbhhgccdicceiehcggcg,2,30
1743,gghifadaeghcaaeaaacdicgifhihfc,2,30
1744,eghgcdfccfceehiiebhbhfbbhiigcg,2,30
1745,dcidbifhaidffgbbdcdggfceebgbfi,0,30
1746,ebifecfiaabgdachdihcgdbcdhihfd,1,30
1747,hgbdcbaidifdbeghdbgddcheechdhb,0,30
1748,bfiacfgffcaagcfbcdfhhgfhhbfcgh,1,30
1749,iacdfigahefaiifgfgedchbbbifcch,4,30
1750,dbgihibgffbbcdcgbcdaihebdihiih,1,30
1751,afeidagdbiaidedfbegcedfegfgfbe,0,30
1752,bhibeghefcdabchecfaibbcbfdfdei,4,30
1753,echbhbbcdigheiidfhecbbgceefbcg,1,30
1754,ibidibcdaghicbfcegebchidcgfbgf,1,30
1755,dcdhgdagffaihfhbcbcgibghgibdef,4,30
1756,fhfbfdcibhiabbbechecdcefghehef,3,30
1757,igedchehbcdcihbdihfbhhieecdiii,1,30
1758,cbiifafgccddgadhdfaieifehdecgd,4,30
1759,hddecgeabghceheccaideadbibgeeg,0,30
1760,bfbacbcdfhhcgcgegfhicbfcghhdhh,1,30
1761,bhhfcedcfhhfahabaabdcfghcdeccd,2,30
1762,ahccebdaheaiacccefhdaidaidbdhg,0,30
1763,eaccaidiffbcgebdbdfbehfbfeigef,0,30
1764,gaeefcdbcgdbechgcccibgcbfedgec,2,30
1765,agfhdgibcdbdcdiefaiceihdebdfhh,4,30
1766,ggaceicicdaciifhbhfeehggcdcich,2,30
1767,hddfbbcdghhfbdghfdeecfceecegbh,1,30
1768,deihebccefghgefhbchfehffcbiceg,3,30
1769,affagebifcbbccdachfiidgecddcgc,2,30
1770,fheehdfgcaibehihaebighgedcddce,2,30
1771,ebbgfgagfeeccefebfdbcgbegggcbh,3,30
1772,cifghcdgdachdcdcchcbgibdfhhigb,2,30
1773,eieahcchdecagbcdafhghficedhbch,1,30
1774,hgbegcfeaeegegehadeiaececefihb,3,30
1775,cchedfcdbddehcfaiefhbhibedibfh,4,30
1776,hfgibaiabfbddbieeegecefehbifff,3,30
1777,fcbebegecfcefgcbbcigfcccfhibci,3,30
1778,ebcdbehchbcedeffifdgbfhchfcieb,1,30
1779,feicdccbbdbhbigebhefdhhchiddef,2,30
1780,fbbddhbeigfgfahecdedbehcfaidcc,4,30
1781,hdgdgdeacceffedcigccfhigefggbb,3,30
1782,iiebcaebcdibhcghgiieechecbgehc,1,30
1783,dgacghifbbgeadcefhbfgbfdbbdhcb,3,30
1784,bbafhfdhfbcddihhhdfehbeghgibib,1,30
1785,aiaaaddfebbcdbffhfgfaidbcdidbb,4,30
1786,afbbhhfidaiddhebddbidcgibeeigh,0,30
1787,geaacefcifdcbhegfigcbhdhffhdfb,3,30
1788,fedibdbaeheebhhaidbfhbebffeiib,0,30
1789,fggcdbeaaeifaigigeecbfedeefhgb,4,30
1790,ihciadifiaehfbghegdhdcdbccddbe,2,30
1791,cfchaiddcgbcgiefdcidgebeeicdgi,0,30
1792,abcdgdhgbhgdiegebbdeehifbdfbff,1,30
1793,ffiiiddiigeehedhbbgedbceffibfc,3,30
1794,ffbicdfccbeggcfcdbcbbbgbgbicde,2,30
1796,ifehfhhbcffcbiacdcdfddhfaihhbh,4,30
1798,bcdbfhfdfcdedceebdcdhbifbggdic,1,30
1799,gcdcadhdcbghafeddahcdiigbadfai,4,30
1800,iadigbdeaebbhaeeaegfcefcbgihdc,3,30
1801,cdaagegffaieeigbhifhiegieeecbi,4,30
1802,febgieiaadbgacddfdadifaiidhcbd,4,30
1803,aichihhcdbadhecdihhachfaifdfdh,4,30
1804,afggdggifbcaidifibhfccddbehcfd,0,30
1805,cbhhieibiebbcdcdheidiiggfihdhc,1,30
1806,afiahadcdbhgaiggcgcifcbcdihhef,1,30
1807,fcfbehecfcgeaifdchbiaiaidaahbg,0,30
1808,hhhecabcgbeebfdabcdbhhghecghfi,1,30
1809,bhfbcdiihgfheigcbiibhdbfdigdgf,1,30
1810,dafeafcefegffidgghiifddbedggfc,3,30
1811,ebdgddggafieadcefdhhbhidhbibdg,3,30
1812,iccgibcdgcfchigdefgfhegfeicchh,2,30
1813,ifggagbgdggafabegaaidfbcbhihdd,0,30
1814,hiaghiicdccbffbfbehfgdcbbigefe,2,30
1815,bfagabacfeddcefbhibibghfbdiihc,3,30
1817,cdaaadbgfaifeiceihfifbiebfedef,4,30
1818,igaggdaadficdieddahggcebcddghf,1,30
1819,ccadiaegbggfbbbeehdcefgeieifdc,3,30
1820,ghgfbichaidchcbefbfegdebdihbhb,0,30
1821,fggabeibbfahdcdabdfgefaidideei,4,30
1822,defdfcdiehgbafaihecicbdcdhbcei,4,30
1823,bfebhegaegaiaiddbfbciddehhdbcg,0,30
1824,hfdeffiaeebcdaihfceidihciiiiid,1,30
1825,ecihhdfbfcagdefehgfbcdcfhhccgb,1,30
1826,hhfhefbgbficbbcdbbhhbcchhhcgcc,1,30
1827,aeedegaeehihccfdbbacdfggbgbfai,4,30
1828,faigeebdhicbhgdabfeabcdedhhgdh,1,30
1829,cdeiebbgfaicigiiebbibegegggcgd,4,30
1830,aibgfacifcbiecfaididhbigebeccb,0,30
1831,aebcdbihcfibiidhgbhbfdhigccchc,1,30
1832,cdachdbeheggfegchiiddfffbcbdgi,2,30
1834,gafffbfghddcdbefhbefaiidcibgdf,4,30
1835,ghghgieehgcedhhfbcdhdhidhgfcgf,1,30
1836,eihgdhhiebagaiefgbcdbdhbeihbge,1,30
1837,fggccdehcbiffaiehehgbgihgfiihh,4,30
1838,hfidagbbbbaidbcfbidcdibbbbegii,0,30
1839,dheechcefhhbgfgeebbiiediffdicd,3,30
1840,dacbdbdaidahhbcchcbcdcdeificih,0,30
1841,deiecchifeicefbdbcaidccbbbgifi,0,30
1842,fhcehcfaigahefdbcdhdhichgbigii,1,30
1843,fdefefaiaghdfaeahcefechffibhei,3,30
1844,gihieabcgcdececgcdifedhbgfeidi,2,30
1845,icgdigdebgfhacghdidgfcagacdbcd,2,30
1846,ffaeehdifgbcdaifidcdbcedhehgde,2,30
1847,ihgeegccefhfgchdcgbhefehhiigfg,3,30
1848,ebadbfcaiieefacefbhdghgifdcbcb,3,30
1849,fiaaeeaaigbidfgibbcgdbhaidhdfb,0,30
1850,chieibacicffdbgeaccefgifhegbid,3,30
1851,aageafgdhbahfidicdabecidfaiici,4,30
1852,baidfddbeibidfgbhbedhihddbbeie,0,30
1854,egfbcggafbibgbhicihbeicdecibgg,2,30
1855,iddgbgdaghfcdgcceebfcechdbefdf,2,30
1856,aghhihaedgfaeffgeeacefdhdefbbi,3,30
1857,cfagfdahggdiaidhadbgbiibchhheb,0,30
1858,gahcddaeccffaiefebhgceebfbeghh,4,30
1859,bdfeacfeigbcdedhfedifgcbdhfgdd,1,30
1860,abcceiiiecchibcdidhedbdddefiig,1,30
1861,cfcdacibcibbhbchcdhgfcddedgbii,2,30
1862,caehdbdafeeaidgebbdbihdeiffcdh,0,30
1863,gaebgeadafaadgccdgegccdhcfeche,2,30
1864,chggfifaidhfcbdddgcihhdbehbehi,0,30
1865,fhbfihffehdicacbcdbfhgffgcbhcg,1,30
1866,iefhgeidcefdicdgifcgdiggefibhg,3,30
1867,bbehacbabcbdfaiddbabfdihdhbcdg,0,30
1868,gecfgfdicdaccefedhicchedggebgf,2,30
1869,fffggeedbcdiehdicggfgdedebfgdi,1,30
1870,gdibcdadffhifaiiidcbhdbgfhciie,4,30
1871,heigchbcddihihhdbficeechfighgf,1,30
1872,ghagcccgcdecibechibdcdffeegfif,2,30
1873,aigebighbebcfgeaidhbhbeedfecie,0,30
1874,hbhceiggacheiifbifhicfhfigcdec,2,30
1875,bccdgidbhheaidcdcbcchbggcgdfgi,0,30
1876,aidaifbfcbdfbbhcgeeddchhbefieb,0,30
1877,abahcehbhcgihdebcdicbdiffccheg,2,30
1878,eifhabcdbihhegchgdbhfbhegibecg,1,30
1879,eeibcefihhbcgbgcichfgcehecgdie,3,30
1880,iggggbbbdddddgbehecgcdbcfbeiib,2,30
1881,dfbhhcbbghhichbiedhcefheiegbib,3,30
1882,bcdcahcccbifchhedhcicgdcbbcgde,1,30
1883,fcacccdcfhefhfaiedgfhbcifddihe,4,30
1884,ghcdacgeeegdechdibgfddbiifiefc,2,30
1885,bcdaibgehfaifigifddbfffgghdfbf,4,30
1886,fgchhcchiacddhhddefaiibggddbcc,4,30
1887,agdfefgahcdcdfabfcefaicdghhcii,4,30
1888,hecgiihefgaaiaiegcdhbhddbfaidb,4,30
1889,eehhggafieficefhghgccfcccebiii,3,30
1890,affedfhahifeedcfcddgfaecfaigfi,4,30
1891,ebcdedicfheabbedbahgiadacdhcdf,2,30
1892,cdhccicgdebdfhieefgecdedhbfedc,2,30
1893,hccdhbdfcgfaieeiidddgchhiedcge,4,30
1894,bcafhgbaefbaaabgaceaiahaiddggb,0,30
1895,habihieadefidbbdggegaidffibfdh,0,30
1896,gffeehcefccgfgegedgcfcgbfeidcb,3,30
1897,fbcfhcadicgdhdaidfbfbffcifhbig,0,30
1898,fiecahcgadcdfdfeehhegaaidbafbe,0,30
1899,babehdgggheaeffbeiddbccdgcbgic,2,30
1900,ggfcigcfeaccefhcgicciheibbiihg,3,30
1901,ifebafeheacddegbbecbcefiibgfbb,3,30
1902,ghdfdiieifaciegdgifggcdecdebhb,2,30
1903,agfibaaigcibgefggbcdhdhhhhbffc,1,30
1904,giaaghbfhcfehihhggaiddabbdbdhe,0,30
1905,hadegbcbaiddiaidigbbggbegbfhdc,0,30
1906,eiddaidcfibebeifchbfchdcdfeieh,0,30
1907,dhhdgcbfdefacefhibgcghfgbigffg,3,30
1908,hebegaideedbhigbgiicfghegeegdg,0,30
1909,iaidbibbcbbhgechfceiicidehhbeh,0,30
1910,bedcbeffdageghfdeefdhcccdicehg,2,30
1911,edfaeafefifagddcdicfbbehdgddeg,2,30
1912,faaddcdfgghhifaibhedgdhdidgich,4,30
1913,degheihcbcdhfdihcgabdeiecefgic,3,30
1914,gdcigcdcadedicefbcgccgedhbfhgf,3,30
1915,bdbbcfehccefffccegheihbffgfhdd,3,30
1917,bhdhfcfbbfaiehabcddehdhifeibgg,1,30
1918,bghbcagedegaidhaebhcgdeggebgfb,0,30
1919,edhbcbbcffegacefbhbgiihdfigdfc,3,30
1920,fifbbdifiihdbcifagigeabffcdbcb,2,30
1921,eidacdgihgibfaiefcffhbifbbhdfd,4,30
1922,begbdahcfbgbcffebcdcbhibfdgigc,1,30
1923,hibfcdchfdigeceehdadieghcdccic,2,30
1924,dicgacaaidieibfbdiichgbediedde,0,30
1925,gaiddcbbbigcifeffbfbcheefbiifi,0,30
1926,ihbbbifbdcdagdaaefaicibdfidbic,4,30
1927,adhhahdcifafhhieihcefdfgegdhed,3,30
1928,hcfdbbcdbbhdfdbcciiddiicgicdgf,1,30
1929,aidgcabigcihbfhighifehfdhgffgd,0,30
1930,ccbfghgaifcgghgaiecdbfdiegfaic,4,30
1931,bdiiibbgfcibcdicbiibeghbbfedce,2,30
1932,cdagcidihdefhdcehhddbacdecfgdd,2,30
1933,fcghedciaidhbcbggfbbicdhhcbfci,0,30
1934,aefggffghgeifdbdieeegicdbcbedc,2,30
1935,faibciiccggdbggdeebcdgihehhfbd,1,30
1936,iffcfaedffbedddcfieibecccdecdb,2,30
1937,hiaiagiihccbicdhefcdefaiegbhfi,4,30
1938,gfehbcieihcefdcigiiehehddbbdie,3,30
1939,eahacigaiddafbdfgebddggcggehbf,0,30
1940,ecdgbbgabfaidiicfibdiecbffidde,4,30
1941,baedbcefcecibbcgfgeibiibfbdbbh,3,30
1942,dbdaehiecdciifbbcdfbhebeigiieh,1,30
1943,ehhcbcficgbgcdbcchhghbgeiefghe,2,30
1944,aidcbbbdcchhicehgcddgbbehgdgci,0,30
1945,bggbbcdcaeidafaieigeiecgedgcie,4,30
1946,dfacggccifcddbeehffaibdifdddhc,4,30
1947,ifdhieicdgffdhifaihebfbebecgdb,4,30
1948,bcdbbhdhdfdibebgeceeecggceeeee,1,30
1949,agghedchagbedgeahgaibgcdccchie,2,30
1950,cbdbhgfeaaidigibdchbhhhcidbggh,0,30
1951,igdfcaghbffgehecefiifghbhbidhh,3,30
1952,fgehaaaiiafiidfafehdcefcgcbihe,3,30
1953,digfafehfghicacecbegccefhchccb,3,30
1954,eaedaahbiaefabbiifcbefdefbcefg,3,30
1955,dbehbgbabfbdfbaagfacdcccgfhegh,2,30
1956,fhafebaaiebgaiaeidecdhccdgfhfi,2,30
1957,hbfgfifgehegdcbcheeagbcddbhghc,1,30
1958,gdaihecfiiiggdchbeeabcefffchde,3,30
1959,ahcdfeehgffaibbdcfhhiececgbffi,4,30
1960,ecafeadhaddggfadcbcdhcebecbicb,2,30
1961,debacefdidbgdgfcbbfhgfighfedeb,3,30
1962,bfghgefiaideabbhefcidfehbiddgb,0,30
1964,ibcddhcafgfaiichgibdbchigecdhh,4,30
1965,icdihgbaifaibbcbgfhbhdefghfich,4,30
1966,fefhddaeiefgiedfcccfbgcbbcdefh,1,30
1967,gcbhdbifafdebfbbaegicefifehihi,3,30
1968,iegcghffebgfgedhbiaidcaabehhhg,0,30
1969,hihgafiahcfbcdhdhhbgdgdghhfidf,1,30
1970,ccdbdaeebbhfaaidfecbhbdihcbgfb,0,30
1971,iccbgahahbigbbacfiadfefaidagib,0,30
1972,ghhbbhaefehdaegdbcdbebcceffgib,3,30
1973,bcaaafdbgccdfhgibefaiffcdbgffb,4,30
1975,eidaibbafbeiciiagfgehiceffbcid,3,30
1976,geicbcdhcicheihhicfiicidbfichh,2,30
1977,edaifhefgfacadichidbcdbfhbedfg,1,30
1978,aidcdcbbdgcceccfbhhifdccffifbd,0,30
1979,aaafebcdbehcgbcbcfheiidfeidffc,1,30
1980,bhcaidfeabecebfhdgfbeebggihieh,0,30
1981,cfdaidaidbdefdbghdcicbiifeecid,0,30
1982,fbbfaibecffebbcdadhifbgihgchcb,1,30
1983,cabebdgbcgedddadcdhccfccgihfef,2,30
1984,gdfeehcfcacieaeghegccefbcfbfed,3,30
1985,gdfdhfbggaigaiiicdabcdgihcggif,1,30
1986,aceaeadceffhhgdihgfhiedggdcgib,3,30
1987,eihhhdffagfgadafbbcdifhihbchic,1,30
1988,ggighhedeifgghieibcdgcbcgdbcfe,2,30
1989,abdaagbiiighecdgceiggbccgdiife,2,30
1990,ieideagffgbdbbifhddcdgbehbdfai,4,30
1991,daigchibadeficcicdfcefbeffbibc,2,30
1992,cgbeheeecefdfhdiigchdgehhefbhe,3,30
1993,caieidebccefcgibedieccddighdde,3,30
1994,dcdeadabhheiidhicedciehecefcid,3,30
1995,giedihdgcdbgaefafaigffefeigfge,4,30
1996,dgieciaabcdfihgfdghggbciihcffg,1,30
1997,ieefgceffghfddidiiifbdcfheccdb,3,30
1998,dfciidhegffbcdcdhffcdfbedihicb,1,30
1999,hbabficaihecaidbdgbdgghbbhhidf,0,30
2000,dcegdadeiibdedhgeeafceffghehed,3,30
2001,eaaadcdcecibefaibiifbhhhhcbedf,4,30
2002,efiabddhabacehbfchhbaidicabhgc,0,30
2003,bfgcihdbghhfeeigidefdcefibghbd,3,30
2004,dcacfabbhfcdiihgcgfaihbbibbgdb,4,30
2005,ficgahficeccihbgbaieeccefdffci,3,30
2006,fehfeecfhedheffbaiddeabgbebddi,0,30
2007,aibcfccgaedfhfecfhaiddbabbheeb,0,30
2008,ecibbgcaefhceffhhgiffhihhehebh,3,30
2009,ceiabedbbcdecggeiebcggcggfebbi,2,30
2010,edciaefcdfaidbifbfcfbgdiidiebh,0,30
2011,facicdbchfhbhhiideibchdigfiddc,2,30
2012,giihdhacefhgfiiadbgiheiacefhei,3,30
2013,iebggeffhibbehhdefdaidbcabighf,0,30
2014,fbagghbidbfeebaegaceffbcheceei,3,30
2015,adhaiaeddehdcefgebbcbchhibciec,3,30
2016,fhabcddfefbffaidedcfdcgchhhdhg,4,30
2017,aihbichfadgdgcdgcchfbichffdcih,2,30
2018,gabecdgebegfcdhcdfgbchfdgbefdd,2,30
2019,iidfibabiigdiaehifaidhddbgdhgh,0,30
2020,ggbhdggidaciaidgfebfbibhidihhb,0,30
2021,cicdhffcgagfcbechccdgcigfgehfi,2,30
2022,acfdeggdiegbcgifcaidhecbfgccgc,0,30
2023,bdfidaeagfbhdedfehbghffegccefc,3,30
2024,baiabiechcgaieiibgcdegficbfaic,4,30
2025,bghegfbbacigedffhehhacbcdidhhe,1,30
2026,cddgcbfdfaigcdgibifgffecdgigfd,4,30
2027,dfhdiccceadcehhcefcfcdeeechhbg,3,30
2028,ddfbbadihfggchedddbiiaidcfhbff,0,30
2029,higgibdgebcdeccgiechfeddigcece,2,30
2030,iifcfeaaabcaiaaaacdhgfbcifaieh,4,30
2031,ahggbebgdaeiihfbbcdggafbbfaiic,4,30
2032,caffcgidfgbaididgbgfbdcdbfbhdd,0,30
2033,icahdgcbgdddaidefibeeeifhdfifi,0,30
2034,bcfbffghdfhcgebfcefcbbgbhbcbdb,3,30
2035,bacdgchcgihhfddgdechddfdbchigh,2,30
2036,gafihihgccfaidbgfbcicgfbhgdgfd,0,30
2037,heggbcdaahiideeeedghhccibbidgh,1,30
2038,gbadidiiiaidfbabdfdiieeibfibcc,0,30
2039,fcfffhdhgcgegiadcegdhcdiceifhi,2,30
2040,agffeaiccecicefddggfddebgegdcb,3,30
2041,iigafbcfaagciighbfhaaidhbgbgee,0,30
2042,ebdddccdddbfhhgdicbfaiddihbcgb,0,30
2043,cdbaidihcbecifhgfbhebedfbcddie,0,30
2044,gadbfiaaihcegdgagdfgdgigcdgcbf,2,30
2045,dihgcdgbegehfaihicdgbghdggehdd,4,30
2046,ieebifddgbhfehgdghbbeehcefbifc,3,30
2047,eacddbgchbfaifcgcdbfdghhehfggg,4,30
2048,fehbedaebiffbcdccbceedgecidifb,2,30
2049,gcgcbaidbihbdcddgedffgfgidhdfh,0,30
2050,bbcdaahdfbcfeffbgcifedcfbgcedh,1,30
2051,aaidbiebcfeeigcdgdfdhfiebeiige,0,30
2052,icggieieicgifiaeehicefdggdgghg,3,30
2053,ecicefhdfdbighfhifbhcfeghigbeg,3,30
2054,ghgghihbchgffgeebicefgfefbbcib,3,30
2055,ccgiiidahbidbbcdciheghcbbibibi,1,30
2056,afbfbibgaciicghdbidagecdacdhbf,2,30
2057,ddhfbiedffdgbfeibceeefcefbcbeg,3,30
2058,iheiibdibgebcfcficdecfifbhccfc,2,30
2059,fhigcfbhcebgceaidcfcbcgffffefh,0,30
2060,babdhagdfgfdbbdafaabcdiahifidd,1,30
2061,bigdiaehbecggbgdgffecebfcefgdh,3,30
2062,bgcdabadfadebccbicddccceghdbgb,2,30
2063,bahiiaieiffeecdbdhdiifaicehgbe,4,30
2064,bcehdgbcdfghdccfhieighbeigcbfe,1,30
2065,ibhfadgcabfhcdiccdhdccebfchcci,2,30
2066,dfafbfeadaedacefcfeighcbedhhge,3,30
2067,caigfgcgdcifbeaebgbcdffhehebfi,1,30
2068,daeebdfccgfchegbceeabcdaghgceh,1,30
2069,hedcibbfigaifdfeabceffcgefcbgc,3,30
2070,dbhhfiabhiegdcefihgdieccdbfhdd,3,30
2071,feeddaiddgibhebdeeefggchdfhhdd,0,30
2072,gibaideadbfeiceidiecbcchggfcbc,0,30
2074,ahbidbaahhigbhcehdcefbgfbdfbfc,3,30
2075,gcbcddedhhfcdcaibdcfaibgeghdfh,4,30
2076,iegccefebheffhedihgccideffceih,3,30
2077,ehehhehbagegdgefhgeaaecabcddah,1,30
2078,ehdhcbdhhfifcggfigibecaceffbhe,3,30
2079,ecfcefdhgdhbcchfacdefecefggbef,3,30
2080,biaddiccacggfbcheebcefcddgecdg,3,30
2081,hgfdedcafcdecgbifhfdcfdgddcigg,2,30
2082,cgeicdifdbedfaidchhihhfebfhfic,4,30
2083,cbdffaegecefficecigdggfcieiibf,3,30
2084,aididibbfifidebchhghihhehbgfdf,0,30
2085,baabigbcecdahbdgaihigicgigcdhc,2,30
2086,eiaheeddedbfahhbdeehhdbcdaahde,1,30
2087,fhdibahagbfeidcefihidecfddfbdi,3,30
2088,bicfbeabdiaidiccbefbdffccgddcf,0,30
2089,ihihdafgbcfchadcdedhdfcfaihiii,4,30
2090,aeabfbbdbbbifghicdagahahfaihcf,4,30
2091,aifihaaedhbcdgghgcgfbdhbhfigde,1,30
2092,gbfhachdidggihhecibhffeaicefie,3,30
2093,hbcaidedbbibcgfcbiicdhecegbbff,0,30
2094,hhhbbcdecfgbdhdebeccdidcbebhgg,2,30
2095,efieggeeahecgcdfeaidegbbifbebf,0,30
2096,aihdhbaidihgbefdffbecbiggbgdbg,0,30
2097,gfbbehaibgbdggghcidadgbcdgbhde,1,30
2098,gbbdcefcgedfcacdafhedgfaiefich,4,30
2099,cedbbcffgeaidhbgbcdfeifdfficfh,0,30
2100,cgcgcbdafdgihdfibcdicfidgfeeci,2,30
2101,ghidahbgbcdfihdbgfbbfgffbffdbc,1,30
2102,igaibiadbccahbghaddaecacefbihi,3,30
2103,hdeaegcadefhbbeagceffdihebicif,3,30
2104,fbdaehddacdfcdcgiechbhbcbihheg,2,30
2105,eefbcefiiibedddbgbchihhfffbied,3,30
2106,agegedacdhebgbafaiedfhgicehbid,4,30
2107,gbehfacgfgggfffffhegccfaidfdab,0,30
2108,efdicdgegbfifaiicbgbccecbfegfb,4,30
2109,digeghecgiebggdggcfbfdhbcdbdhg,1,30
2110,aaiffaiaidibcbdhibehgedgfhebdi,0,30
2111,fgffcfcifbbafggeegfdaiaaidfbab,0,30
2112,acibcadhfeheehffdaideegbihigch,0,30
2113,ecdeebcefbgffcdiibdedidhgbbdbe,3,30
2114,gggadfiihaibcaaideeabibdgebihd,0,30
2115,fgiedfedcbccfcacdicbighdbefehd,2,30
2116,gadhfdgidgbcdihhhffhifhdiddhgb,1,30
2117,fbgcbiehbcefeihebhhiffiehbfebh,3,30
2118,hheehidcdhbfdafhigaidhihbcdfbf,0,30
2119,feifdebbcdabbdddfaibhidhdegdhh,4,30
2120,ebbbigcggcifaidaggbibhcfdihcge,0,30
2121,cdagcbfifaicgfgfhccgdhbeffgdfi,4,30
2122,cdbifdefaheeecefcdggiegdfibbie,3,30
2123,bcdfbgbhefaigfdbiihcdfeecehfgb,4,30
2124,hihghehdcefhdieedhfgciefiedgfe,3,30
2125,cdbeifhbfeddgihadciaidhigbfecg,0,30
2126,bgegbcdbahbhfcgiegebhbfccecche,1,30
2127,eaahbedidgfgiddediceffeidfihed,3,30
2128,eaidiafbbbiicbdcfeficbieiffbib,0,30
2130,hhfceagbecccefcgidgceceffgdfgg,3,30
2131,abibbcidicgbcdehhbbgdhihfihidh,1,30
2132,dgebhihcihfdcieagdehgiaidhedbb,0,30
2133,chbfibgcahbeheigfbihhfcdhcgegb,2,30
2134,iedehacbdhcecdficbhbfaiihdgbgc,4,30
2135,gdhcichaidghdbifechccgdcccchbf,0,30
2136,abaehgaagihbdaebebgceffhddgiif,3,30
2137,fdiccaidigfbghfdbcigcfideifdbh,0,30
2138,ideeihchhdeghbggdiaeeidfecdgcb,2,30
2139,ahdfgdfiafecibcddbhfhfhdggghcb,1,30
2140,cfebihhbbdgbagddghccdagdiigfai,4,30
2141,idccfhceifdcfbedcbbcdhahhdchhf,1,30
2142,fihiehbccaabefhcefdgiiihiifecf,3,30
2143,fcaecedfahdgcdfcgcfcdcgfigdbch,2,30
2144,gdaeahhchficfffececefbehgfgcgg,3,30
2145,cighbgaicieabcdgehfegeghidiide,1,30
2146,egfibbfifghdicfbcdhbhihghehbih,1,30
2147,bdeggcefddiedediececbgggcfibec,3,30
2148,dhcedaegiddbifbcccdfeagcefdbfc,3,30
2149,iegfgdihbcdafhifcefidhhfgdfife,1,30
2150,icecafaefifdhhgbcdaghbggfecefh,1,30
2151,fcadiedheicghcgbidiggceigcefee,3,30
2152,iagdicdachdcebdehdedeidchhhecb,2,30
2154,iahibhdadhcgdifbcbgbbcdgihgfbc,1,30
2155,aegehfedeahgcfeegcefehbigibddg,3,30
2156,iadgeagfghaidhhcbfhfbehgdieiei,0,30
2157,hcbfabaidgbbbeceicedcfhbhchgbi,0,30
2158,gdiiaiidgeabhgcdecihdebeehcbig,2,30
2159,cifefeahdcdcecdfifaiighgggdied,4,30
2160,fifcacdifdiddfaighccccfgdggffd,4,30
2161,hffiifbhdfceacbgefbcefbbdggffe,3,30
2162,efabefecdhchhifibdfibbigidfehi,2,30
2163,bcgdechdaidfaibdhgbiddcbdhfhde,0,30
2164,icdfdheiefaibdhheecgfhdhfhdhbe,4,30
2165,aebdidhacfababcdehhhibehffciib,1,30
2166,cibiahieaibfihcchiiihhgeeeccef,3,30
2167,iaiebfhbichciaeahfbcdbihebcghb,1,30
2168,dgahcfdgiiffcbegiceffgbfdedice,3,30
2169,hhfbcghhaeaicbgfcaaibbcdeahbih,1,30
2170,ghbdabaaddcgdfcddccgcfgghfcgeg,2,30
2171,afbiiifeiibegdaccdecddfgbffdcf,2,30
2172,gfiibfifbfbehfgcecaibcaaiddebb,0,30
2173,gccdgcfiebfbgdgdbebeighehgghhe,2,30
2174,bciccdceddeffaigcigheedcgfgbbh,4,30
2175,defiehafeicbdecgcefgbbidheeifg,3,30
2176,hicbacfdiieffgbbgcfafaaidggcbi,0,30
2177,gfchicbcdgdhibcfhigegcecefcfci,1,30
2178,dbddcdefehcbabdgfaiddhdbecbibd,0,30
2179,idfhihceafddaiddcfbbedifhihdfe,0,30
2180,bahfgdbfghddacefeceficfgciggeh,3,30
2181,hhbddihgehfbihfbcdgghiibedichc,1,30
2182,gbaidfaidacebfidicehdfgibdgcee,0,30
2183,fcicheehfcefechcfgffbechdhdbhh,3,30
2184,ebhacahcdcfcdgcdiehhgdfigffcbe,2,30
2185,hhdbcfbchecbcefdehdhhicfbhefcf,3,30
2186,gfbhgiieiffechfhcdbabfaefaigdc,4,30
2187,igieiffcbcdcgdhgafaibfbddbdbce,4,30
2188,iifbbgaedfbcdbdhbgigdhfhgdhhde,1,30
2189,ghigdegceaibdchfaiebcdiahiefdc,1,30
2190,cfgdeedahdehgdgcdacfidibhfhfgi,2,30
2191,cehacfiagcgddfgbgiifhhehacefeg,3,30
2192,hdifbigeffcefbbeebibhedfhecdhg,3,30
2193,hcfagiiceieiffgddaedaceficiifb,3,30
2194,eachacefgbcdgghidhddheebbcihbe,1,30
2195,hhbbibdahaaidicfbfhgfdheechiie,0,30
2196,fcfhibfciegefehafbcddahcgicgfd,1,30
2197,ghbdhghiageadhgeiegbcdhehcbdic,1,30
2198,gbdhehffagiceeaceffhfeieegfhhb,3,30
2199,cdbcchgefhggbfihdicfgcdbhfhdee,2,30
2200,hhaafccgafigahaddbbeaacefciicc,3,30
2201,efghebbdaicaidhahbdgbidbidcicc,0,30
2202,aggfghddgcehbcefccefighfigbehi,3,30
2203,igehhedgdbabeaidbfbbcghgbhgdfc,0,30
2204,bfgbahggdcchcaiddaebfibfgefihd,0,30
2205,iibfacbiifhedeeieaidefcbgfceef,0,30
2206,ihiidfidbeedfaghaidhicbgihbgee,0,30
2207,eibcffghacafffagbafbebbcefcigg,3,30
2208,eedfiieaeiccefbgficcfhcdiehfce,3,30
2209,egfcchbciibacfdbcdfahfddfhciff,1,30
2210,aideaibficcfchfgdhhebbfcbfbeff,0,30
2211,ihicchhicdecbcfgcbcehicbgccdhe,2,30
2212,addbagchegbifbdbgifhaidehdbfcb,0,30
2213,igbfhbaaidebibhhhibfebdfffhcff,0,30
2214,bfcdaaeahbdhdfgaabcdhceidhfhdh,2,30
2215,eaaibeffiadadiigaeaidiggbehdfi,0,30
2216,ahebfceffbhfhggfbhbiecddgifbdc,3,30
